"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 28 15:56:50 GMT 2023","Sun May 28 15:56:51 GMT 2023","384","","test_booker","","","","test_create_booking_with_bad_request",""
"passed","Sun May 28 15:56:51 GMT 2023","Sun May 28 15:56:52 GMT 2023","772","","test_booker","","","","test_update_booking",""
"passed","Sun May 28 15:56:50 GMT 2023","Sun May 28 15:56:50 GMT 2023","384","","test_booker","","","","test_get_booking_by_id",""
"passed","Sun May 28 15:56:50 GMT 2023","Sun May 28 15:56:50 GMT 2023","370","","test_booker","","","","test_create_booking",""
"passed","Sun May 28 15:56:49 GMT 2023","Sun May 28 15:56:50 GMT 2023","485","","test_booker","","","","test_get_booking_ids",""
